"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"08/04/2025","372,00","375,18","375,18","367,17","1,51B","-9,61%"
"27/03/2025","411,54","407,59","411,54","404,55","1,08B","0,68%"
"26/03/2025","408,77","399,44","411,19","399,44","1,49B","3,10%"
"25/03/2025","396,47","396,48","398,60","392,77","1,48B","0,51%"
"24/03/2025","394,46","406,24","406,62","381,72","1,68B","-2,96%"
"21/03/2025","406,49","413,90","414,29","403,12","2,57B","-1,55%"
"20/03/2025","412,89","407,78","414,14","407,30","1,49B","1,98%"
"19/03/2025","404,89","402,92","407,69","396,07","1,30B","0,98%"
"18/03/2025","400,94","419,17","419,77","384,86","2,28B","-3,95%"
"17/03/2025","417,44","415,43","420,81","415,22","1,32B","1,05%"
"14/03/2025","413,11","422,15","422,15","413,11","1,29B","-1,87%"
"13/03/2025","421,00","423,76","424,86","418,10","1,01B","-0,43%"
"12/03/2025","422,81","417,73","423,12","417,65","1,05B","1,63%"
"11/03/2025","416,03","419,65","421,20","414,60","1,21B","-1,97%"
"10/03/2025","424,40","433,20","433,63","422,82","1,41B","-1,90%"
"07/03/2025","432,63","432,46","438,30","428,82","1,69B","0,40%"
"06/03/2025","430,89","429,52","435,75","429,04","1,84B","0,87%"
"05/03/2025","427,18","416,28","427,18","416,28","1,56B","3,41%"
"04/03/2025","413,11","429,20","429,64","411,55","1,59B","-3,82%"
"03/03/2025","429,54","419,27","433,50","417,21","2,06B","3,70%"
"28/02/2025","414,20","434,74","434,76","410,82","3,68B","-5,00%"
"27/02/2025","436,01","439,78","442,75","431,04","1,33B","-0,80%"
"26/02/2025","439,51","443,41","446,36","434,23","1,22B","-0,43%"
"25/02/2025","441,41","458,58","459,73","440,65","1,21B","-3,80%"
"24/02/2025","458,84","462,86","463,46","456,39","963,78M","-0,90%"
"21/02/2025","463,02","462,75","464,40","458,10","1,20B","0,06%"
"20/02/2025","462,76","461,48","463,98","459,72","3,43B","0,30%"
"19/02/2025","461,36","464,10","464,25","455,60","1,56B","-0,18%"
"18/02/2025","462,19","458,46","462,25","457,44","1,41B","1,12%"
"17/02/2025","457,07","447,86","457,79","446,71","1,26B","2,43%"
"14/02/2025","446,20","442,08","446,33","441,58","1,48B","1,57%"
"13/02/2025","439,30","440,58","441,54","433,78","1,40B","-0,82%"
"12/02/2025","442,92","431,68","442,92","429,79","1,99B","3,28%"
"11/02/2025","428,84","441,73","443,86","427,24","1,32B","-2,58%"
"10/02/2025","440,19","440,21","444,99","434,69","1,30B","-0,40%"
"07/02/2025","441,94","448,30","448,30","437,14","1,12B","-1,94%"
"06/02/2025","450,68","463,49","463,89","447,81","927,55M","-2,26%"
"05/02/2025","461,11","460,56","463,63","458,23","1,49B","0,51%"
"04/02/2025","458,77","453,38","461,46","453,38","1,13B","1,67%"
"03/02/2025","451,24","458,13","458,55","445,27","1,13B","-1,85%"
"31/01/2025","459,74","463,14","466,26","459,74","983,51M","-0,30%"
"30/01/2025","461,14","472,00","472,06","458,80","6,38B","-2,25%"
"24/01/2025","471,75","473,30","477,30","471,75","2,82B","-0,17%"
"23/01/2025","472,57","480,39","483,32","472,57","3,60B","-1,34%"
"22/01/2025","479,00","472,68","479,78","472,49","4,60B","2,16%"
"21/01/2025","468,89","473,08","474,78","468,89","6,43B","-0,43%"
"20/01/2025","470,91","474,29","476,88","470,91","6,46B","-0,50%"
"17/01/2025","473,28","472,31","474,77","468,48","6,70B","0,64%"
"16/01/2025","470,25","477,15","477,98","470,25","2,60B","-0,67%"
"15/01/2025","473,43","471,98","474,83","469,85","2,97B","0,87%"
"14/01/2025","469,34","475,53","476,23","469,34","3,40B","-1,09%"
"13/01/2025","474,50","477,31","480,27","472,54","3,81B","-0,37%"
"10/01/2025","476,27","473,09","477,74","472,42","5,60B","1,18%"
"09/01/2025","470,70","472,84","477,45","470,70","4,22B","0,02%"
"08/01/2025","470,61","478,22","479,96","470,06","4,53B","-1,38%"
"07/01/2025","477,17","476,11","478,36","472,62","5,24B","0,16%"
"06/01/2025","476,41","486,60","487,24","475,01","9,90B","-2,00%"
"03/01/2025","486,12","488,93","491,24","482,23","8,66B","-0,08%"
"02/01/2025","486,52","485,79","486,86","482,17","5,23B","0,44%"
"30/12/2024","484,37","480,08","484,37","476,11","7,60B","0,73%"
"27/12/2024","480,88","486,36","489,27","480,01","6,94B","-0,73%"
"24/12/2024","484,43","487,53","487,85","482,80","2,27B","-0,30%"
"23/12/2024","485,91","482,36","486,43","482,12","4,23B","1,53%"
"20/12/2024","478,60","478,16","482,17","474,73","4,42B","0,15%"
"19/12/2024","477,87","483,68","483,68","475,32","5,28B","-2,04%"
"18/12/2024","487,84","493,63","498,29","487,84","2,90B","-0,97%"
"17/12/2024","492,63","501,75","503,28","489,10","6,17B","-2,21%"
"16/12/2024","503,76","511,64","512,11","500,10","8,55B","-1,90%"
"13/12/2024","513,50","517,25","518,34","511,40","3,28B","-0,84%"
"12/12/2024","517,86","519,60","521,58","515,36","3,37B","-0,62%"
"11/12/2024","521,11","519,88","526,32","519,22","9,76B","0,23%"
"10/12/2024","519,92","519,74","521,51","516,95","5,38B","0,49%"
"09/12/2024","517,37","516,46","518,08","513,97","10,56B","0,39%"
"06/12/2024","515,34","512,49","515,34","509,86","3,61B","0,29%"
"05/12/2024","513,84","512,55","513,84","507,18","2,56B","0,32%"
"04/12/2024","512,20","501,39","512,68","500,85","4,98B","2,25%"
"03/12/2024","500,95","494,72","500,95","494,11","6,25B","1,99%"
"02/12/2024","491,16","493,21","496,99","490,51","4,82B","-0,38%"
"29/11/2024","493,02","499,31","501,90","492,08","8,34B","-2,01%"
"28/11/2024","503,15","506,19","508,91","502,97","6,99B","-1,52%"
"26/11/2024","510,92","517,71","519,26","510,51","5,33B","-0,86%"
"25/11/2024","515,34","516,51","519,88","512,38","13,00B","0,02%"
"22/11/2024","515,23","512,73","517,83","512,31","10,64B","0,88%"
"21/11/2024","510,76","512,07","517,11","510,76","4,32B","-0,24%"
"20/11/2024","511,98","513,99","514,82","508,20","5,52B","-0,46%"
"19/11/2024","514,34","504,87","516,86","503,97","9,68B","2,26%"
"18/11/2024","502,97","497,85","503,28","497,85","7,35B","1,05%"
"15/11/2024","497,73","500,40","505,09","493,86","6,05B","-0,74%"
"14/11/2024","501,45","511,41","511,79","501,45","6,05B","-1,88%"
"13/11/2024","511,04","514,40","517,85","510,20","4,88B","-0,14%"
"12/11/2024","511,77","510,65","513,78","508,96","5,93B","0,36%"
"11/11/2024","509,94","511,61","514,00","505,48","5,21B","-0,31%"
"08/11/2024","511,52","508,98","515,07","508,46","4,57B","0,94%"
"07/11/2024","506,76","516,07","516,07","506,51","5,76B","-1,85%"
"06/11/2024","516,33","520,63","524,42","514,27","7,46B","-0,69%"
"05/11/2024","519,93","517,80","519,93","515,35","4,67B","0,73%"
"04/11/2024","516,15","517,74","519,65","510,24","7,16B","-0,18%"
"01/11/2024","517,07","523,26","523,76","515,82","3,64B","-1,21%"
"31/10/2024","523,42","528,33","528,86","522,15","6,28B","-0,81%"
"30/10/2024","527,70","528,33","528,98","522,55","3,73B","-0,18%"
"29/10/2024","528,63","530,23","532,78","526,92","4,01B","-0,11%"
"28/10/2024","529,21","530,38","531,28","523,27","4,97B","-0,07%"
"25/10/2024","529,59","534,77","536,94","529,13","4,66B","-0,81%"
"24/10/2024","533,94","540,23","540,57","533,94","5,09B","-1,24%"
"23/10/2024","540,63","541,06","542,92","536,71","6,49B","-0,31%"
"22/10/2024","542,29","540,39","543,98","537,65","11,41B","0,34%"
"21/10/2024","540,47","540,27","542,46","535,27","5,57B","0,18%"
"18/10/2024","539,51","538,20","540,79","535,16","4,05B","0,44%"
"17/10/2024","537,16","534,10","539,11","533,11","5,77B","0,58%"
"16/10/2024","534,07","532,55","534,07","529,86","5,70B","0,65%"
"15/10/2024","530,63","525,55","531,76","525,35","6,98B","1,15%"
"14/10/2024","524,58","521,05","526,32","520,53","6,66B","0,60%"
"11/10/2024","521,44","520,63","523,71","518,95","2,48B","0,79%"
"10/10/2024","517,35","519,65","520,83","515,54","2,77B","-0,33%"
"09/10/2024","519,04","523,18","524,03","516,96","2,86B","-0,83%"
"08/10/2024","523,36","522,24","524,52","518,07","4,51B","0,10%"
"07/10/2024","522,84","521,68","524,94","516,98","6,67B","0,58%"
"04/10/2024","519,83","523,36","524,58","517,20","11,09B","-0,73%"
"03/10/2024","523,64","528,29","528,69","522,61","6,02B","-0,47%"
"02/10/2024","526,11","530,55","532,41","520,96","9,11B","-1,33%"
"01/10/2024","533,20","527,91","533,33","526,39","5,05B","1,31%"
"30/09/2024","526,33","535,60","536,79","526,33","8,81B","-1,70%"
"27/09/2024","535,43","541,99","543,06","533,31","7,93B","-1,31%"
"26/09/2024","542,55","539,06","542,55","533,64","7,73B","0,89%"
"25/09/2024","537,76","535,09","537,76","529,47","12,89B","0,65%"
"24/09/2024","534,29","534,61","536,53","531,85","5,18B","0,23%"
"23/09/2024","533,07","530,64","533,27","527,29","7,48B","0,66%"
"20/09/2024","529,55","530,66","532,23","525,35","13,45B","-0,27%"
"19/09/2024","530,98","528,23","531,73","525,26","9,89B","0,79%"
"18/09/2024","526,83","528,70","531,72","525,01","9,85B","0,06%"
"17/09/2024","526,50","523,12","528,11","522,16","8,52B","0,99%"
"13/09/2024","521,36","524,27","525,35","518,82","5,23B","-0,21%"
"12/09/2024","522,46","518,62","526,11","518,62","12,39B","1,63%"
"11/09/2024","514,09","515,68","516,75","511,81","3,66B","-0,21%"
"10/09/2024","515,18","517,16","517,38","512,49","8,24B","0,14%"
"09/09/2024","514,46","515,63","517,98","511,76","2,37B","-0,25%"
"06/09/2024","515,72","514,75","519,82","514,65","1,61B","0,02%"
"05/09/2024","515,62","516,08","518,89","513,79","1,59B","0,04%"
"04/09/2024","515,43","513,44","518,49","510,70","2,05B","-0,48%"
"03/09/2024","517,94","522,34","524,02","517,24","2,30B","-0,80%"
"02/09/2024","522,11","517,97","524,59","517,83","1,96B","1,03%"
"30/08/2024","516,78","517,89","519,70","513,04","6,02B","-0,18%"
"29/08/2024","517,71","520,28","523,32","517,71","2,52B","-0,31%"
"28/08/2024","519,33","523,59","523,59","517,61","2,62B","-0,44%"
"27/08/2024","521,61","520,14","521,78","517,99","2,23B","0,44%"
"26/08/2024","519,33","517,05","521,28","515,92","2,14B","0,52%"
"23/08/2024","516,65","512,69","519,14","512,28","1,80B","1,23%"
"22/08/2024","510,39","508,71","513,59","506,51","2,20B","-0,13%"
"21/08/2024","511,04","514,69","517,28","510,64","4,45B","-0,41%"
"20/08/2024","513,13","511,47","514,16","509,15","3,86B","0,96%"
"19/08/2024","508,23","507,55","509,24","505,24","2,13B","0,12%"
"16/08/2024","507,60","507,45","509,30","505,02","2,11B","0,89%"
"15/08/2024","503,14","505,57","507,12","500,43","2,47B","-0,43%"
"14/08/2024","505,33","499,23","505,93","498,29","4,05B","1,42%"
"13/08/2024","498,26","501,82","502,48","496,77","2,57B","-0,12%"
"12/08/2024","498,86","499,65","500,15","496,05","5,03B","-0,16%"
"09/08/2024","499,65","495,73","501,78","495,52","2,41B","1,54%"
"08/08/2024","492,09","498,88","499,96","491,62","2,38B","-1,45%"
"07/08/2024","499,35","499,73","502,15","497,70","2,31B","0,20%"
"06/08/2024","498,36","498,53","503,38","495,70","2,13B","0,56%"
"05/08/2024","495,58","507,20","507,20","488,20","7,08B","-3,24%"
"02/08/2024","512,18","513,35","514,16","508,78","3,04B","-0,51%"
"01/08/2024","514,79","514,06","516,70","512,68","2,44B","0,38%"
"31/07/2024","512,83","511,15","513,52","509,46","3,95B","0,59%"
"30/07/2024","509,85","516,38","516,73","508,02","2,25B","-1,27%"
"29/07/2024","516,39","514,72","520,70","514,40","2,55B","0,63%"
"26/07/2024","513,14","511,73","515,04","510,46","1,63B","0,63%"
"25/07/2024","509,92","513,75","513,85","506,47","1,80B","-0,81%"
"24/07/2024","514,10","515,67","517,11","511,58","3,39B","-0,25%"
"23/07/2024","515,40","512,29","515,63","512,10","13,34B","0,82%"
"22/07/2024","511,21","513,16","515,36","509,68","2,70B","0,14%"
"19/07/2024","510,51","513,10","513,94","507,61","2,74B","-0,72%"
"18/07/2024","514,22","511,08","514,65","508,82","3,23B","0,60%"
"17/07/2024","511,13","511,72","512,00","505,97","10,18B","1,06%"
"16/07/2024","505,75","512,17","513,17","504,75","1,06B","-0,82%"
"15/07/2024","509,91","514,77","515,97","507,36","1,14B","-0,79%"
"12/07/2024","513,96","515,16","517,51","512,46","1,07B","0,32%"
"11/07/2024","512,35","511,84","514,94","510,02","2,46B","0,53%"
"10/07/2024","509,63","507,20","511,44","507,05","8,90B","0,75%"
"09/07/2024","505,85","508,65","510,43","505,85","1,47B","-0,77%"
"08/07/2024","509,75","511,26","511,40","505,64","1,88B","-0,06%"
"05/07/2024","510,05","509,42","511,88","507,33","1,29B","0,38%"
"04/07/2024","508,12","509,33","512,69","508,12","1,56B","-0,13%"
"03/07/2024","508,78","507,52","508,78","505,21","1,63B","0,53%"
"02/07/2024","506,07","508,55","511,14","504,23","1,71B","-0,43%"
"01/07/2024","508,24","501,36","508,37","500,68","1,79B","1,76%"
"28/06/2024","499,45","497,43","502,75","496,82","2,19B","0,55%"
"27/06/2024","496,70","497,10","499,57","493,88","1,45B","0,22%"
"26/06/2024","495,60","490,52","500,53","489,94","2,62B","1,26%"
"25/06/2024","489,43","489,84","491,44","487,23","2,86B","-0,05%"
"24/06/2024","489,69","489,87","492,05","487,14","2,59B","0,01%"
"21/06/2024","489,62","490,40","496,05","485,43","9,76B","0,09%"
"20/06/2024","489,16","490,32","490,82","485,42","4,40B","0,09%"
"19/06/2024","488,72","492,80","494,87","488,04","10,35B","-0,31%"
"14/06/2024","490,26","496,73","499,28","488,03","4,91B","-1,22%"
"13/06/2024","496,32","502,35","503,64","496,07","7,00B","-0,50%"
"12/06/2024","498,83","500,69","502,52","496,99","5,89B","0,12%"
"11/06/2024","498,26","505,89","507,32","498,26","6,54B","-1,96%"
"10/06/2024","508,19","511,49","511,79","503,61","13,52B","-0,60%"
"07/06/2024","511,27","517,03","518,90","510,80","2,95B","-0,88%"
"06/06/2024","515,79","517,45","522,07","512,45","4,56B","0,47%"
"05/06/2024","513,39","526,15","529,39","511,59","4,70B","-2,33%"
"04/06/2024","525,61","519,78","529,83","518,85","5,26B","1,45%"
"03/06/2024","518,11","518,14","520,67","511,72","4,02B","1,05%"
"31/05/2024","512,72","519,88","522,48","512,54","11,39B","-0,89%"
"30/05/2024","517,33","522,60","523,56","516,22","5,80B","-1,07%"
"29/05/2024","522,91","530,47","531,00","519,68","4,43B","-0,95%"
"28/05/2024","527,92","519,73","528,70","519,73","5,74B","1,22%"
"27/05/2024","521,58","527,89","529,55","521,13","7,47B","-1,33%"
"22/05/2024","528,61","527,35","530,15","526,19","3,46B","0,64%"
"21/05/2024","525,22","531,38","531,92","524,48","2,47B","-1,17%"
"20/05/2024","531,46","530,06","534,22","528,02","3,76B","0,41%"
"17/05/2024","529,29","528,00","532,18","526,88","5,50B","0,37%"
"16/05/2024","527,34","526,41","529,66","525,61","3,56B","0,12%"
"15/05/2024","526,73","520,56","528,43","519,95","2,45B","1,31%"
"14/05/2024","519,93","520,44","524,53","518,43","2,63B","-0,87%"
"13/05/2024","524,48","524,06","525,66","521,01","3,25B","-0,03%"
"08/05/2024","524,63","522,00","524,64","519,08","3,14B","0,85%"
"07/05/2024","520,23","523,86","525,67","519,65","3,09B","-0,56%"
"06/05/2024","523,15","527,49","528,30","521,93","5,48B","-0,05%"
"03/05/2024","523,40","522,05","524,73","519,36","5,52B","0,78%"
"02/05/2024","519,36","523,34","527,09","517,37","2,76B","-0,66%"
"01/05/2024","522,79","517,74","525,70","517,48","","0,00%"
"30/04/2024","522,79","517,74","525,70","517,48","4,08B","1,50%"
"29/04/2024","515,07","505,54","515,84","504,43","3,35B","2,43%"
"26/04/2024","502,85","511,15","513,50","502,85","2,88B","-1,72%"
"25/04/2024","511,65","513,51","515,09","510,16","2,62B","-0,35%"
"24/04/2024","513,47","515,17","518,34","512,33","3,65B","-0,17%"
"23/04/2024","514,32","513,97","519,46","513,21","4,38B","0,36%"
"22/04/2024","512,46","512,91","517,97","511,82","3,03B","0,37%"
"19/04/2024","510,55","518,21","519,23","509,27","4,68B","-1,71%"
"18/04/2024","519,45","521,23","523,21","517,31","3,74B","-0,11%"
"17/04/2024","520,03","532,33","534,15","520,03","4,54B","-2,02%"
"16/04/2024","530,73","530,36","534,66","526,49","6,40B","-0,97%"
"05/04/2024","535,91","535,99","539,12","533,70","1,95B","-0,08%"
"04/04/2024","536,34","530,94","537,42","530,33","2,36B","1,12%"
"03/04/2024","530,38","529,80","532,90","527,47","2,36B","-0,11%"
"02/04/2024","530,95","520,71","530,95","519,75","3,67B","1,90%"
"01/04/2024","521,06","520,11","521,34","514,19","2,38B","0,20%"
"28/03/2024","520,02","519,53","522,22","514,08","2,88B","0,15%"
"27/03/2024","519,23","528,51","529,46","519,05","3,20B","-1,84%"
"26/03/2024","528,97","527,74","529,81","526,34","3,97B","-0,28%"
"25/03/2024","530,46","529,10","531,35","524,27","2,62B","0,28%"
"22/03/2024","528,98","529,19","530,95","526,15","2,54B","0,20%"
"21/03/2024","527,94","529,33","534,39","527,94","3,74B","0,26%"
"20/03/2024","526,57","522,76","528,79","521,92","6,92B","0,37%"
"19/03/2024","524,63","524,56","528,23","523,60","4,21B","0,44%"
"18/03/2024","522,33","520,75","526,76","518,44","5,87B","0,37%"
"15/03/2024","520,42","527,68","528,46","517,29","13,10B","-1,27%"
"14/03/2024","527,14","527,37","534,58","521,84","3,94B","0,28%"
"13/03/2024","525,65","523,89","528,75","522,39","3,39B","0,74%"
"08/03/2024","521,78","523,86","525,93","521,36","2,82B","-0,21%"
"07/03/2024","522,90","521,96","526,27","520,18","7,87B","0,20%"
"06/03/2024","521,86","508,81","522,33","508,64","8,08B","2,65%"
"05/03/2024","508,40","511,59","513,00","508,00","3,60B","-0,62%"
"04/03/2024","511,56","515,67","517,55","509,76","6,93B","-0,42%"
"01/03/2024","513,74","511,57","514,40","509,02","3,61B","0,18%"
"29/02/2024","512,84","515,11","516,24","509,61","8,27B","-0,18%"
"28/02/2024","513,75","516,27","518,09","512,05","9,25B","-0,11%"
"27/02/2024","514,32","514,02","514,72","510,29","5,62B","0,02%"
"26/02/2024","514,24","516,93","517,79","513,05","2,66B","-0,54%"
"23/02/2024","517,04","521,33","521,99","514,51","2,79B","-0,78%"
"22/02/2024","521,09","520,87","522,73","519,43","2,20B","0,05%"
"21/02/2024","520,82","522,72","524,00","515,85","4,17B","-0,47%"
"20/02/2024","523,28","521,75","525,74","520,79","3,21B","0,50%"
"19/02/2024","520,66","523,32","524,53","518,40","4,39B","-0,56%"
"16/02/2024","523,60","520,11","524,91","519,56","3,21B","0,84%"
"15/02/2024","519,22","524,58","527,45","518,93","4,24B","0,51%"
"13/02/2024","516,58","528,85","528,85","515,54","2,60B","-2,16%"
"12/02/2024","527,98","527,93","531,45","525,33","6,16B","0,33%"
"07/02/2024","526,24","530,21","531,27","525,30","2,16B","-0,54%"
"06/02/2024","529,08","526,71","530,31","525,37","5,05B","0,62%"
"05/02/2024","525,84","534,97","536,00","525,84","4,58B","-1,57%"
"02/02/2024","534,21","531,25","535,10","529,60","2,96B","0,62%"
"01/02/2024","530,95","531,13","534,92","528,62","6,43B","0,23%"
"31/01/2024","529,75","529,28","534,08","526,69","5,34B","0,23%"
"30/01/2024","528,52","522,50","531,07","521,63","7,03B","1,18%"
"29/01/2024","522,34","524,63","527,48","518,16","7,02B","-0,30%"
"26/01/2024","523,93","526,33","526,55","517,09","3,22B","-0,75%"
"25/01/2024","527,89","528,09","532,52","526,57","3,17B","0,18%"
"24/01/2024","526,96","528,53","532,21","523,80","2,95B","-0,01%"
"23/01/2024","527,02","525,27","527,48","522,25","2,37B","0,35%"
"22/01/2024","525,16","526,62","528,07","523,51","2,44B","0,11%"
"19/01/2024","524,58","527,81","530,01","523,52","2,84B","-0,07%"
"18/01/2024","524,97","517,74","525,85","517,03","3,36B","1,41%"
"17/01/2024","517,66","524,29","524,96","514,17","9,92B","-1,17%"
"16/01/2024","523,77","524,33","526,41","522,38","2,58B","0,16%"
"15/01/2024","522,96","526,01","527,91","521,77","2,24B","-0,36%"
"12/01/2024","524,83","523,55","526,76","521,36","3,49B","0,21%"
"11/01/2024","523,71","527,28","530,25","523,68","5,00B","-0,24%"
"10/01/2024","524,96","523,35","528,57","519,97","2,04B","-0,15%"
"09/01/2024","525,75","536,17","537,49","523,90","2,99B","-1,51%"
"08/01/2024","533,83","541,64","544,81","532,89","1,89B","-1,34%"
"05/01/2024","541,06","548,41","550,28","541,06","1,67B","-1,08%"
"04/01/2024","546,98","543,94","549,82","543,52","2,23B","0,71%"
"03/01/2024","543,10","545,99","546,16","540,86","2,22B","-0,42%"
"02/01/2024","545,38","536,91","545,38","534,65","1,64B","1,81%"
"29/12/2023","535,68","541,91","542,25","535,68","2,02B","-1,28%"
"28/12/2023","542,63","541,43","545,20","541,43","2,24B","0,57%"
"27/12/2023","539,53","539,85","542,37","538,18","2,15B","0,23%"
"26/12/2023","538,29","540,22","541,53","537,71","","0,00%"
"22/12/2023","538,29","540,22","541,53","537,71","2,21B","0,13%"
"21/12/2023","537,60","537,60","538,79","533,78","2,52B","0,01%"
"20/12/2023","537,53","533,54","540,31","533,54","2,44B","1,02%"
"19/12/2023","532,09","527,63","532,16","525,18","5,08B","1,14%"
"18/12/2023","526,11","529,66","532,03","522,10","11,14B","-0,82%"
"15/12/2023","530,47","527,09","532,72","526,36","6,01B","0,56%"
"14/12/2023","527,53","525,95","530,20","523,27","9,80B","1,29%"
"13/12/2023","520,81","525,40","526,43","517,72","6,82B","-1,20%"
"12/12/2023","527,16","525,69","529,11","522,64","12,38B","0,39%"
"11/12/2023","525,11","541,20","542,83","520,50","34,91B","-3,20%"
"08/12/2023","542,49","530,65","544,17","530,65","13,82B","2,23%"
"07/12/2023","530,65","524,80","530,65","519,01","11,30B","1,12%"
"06/12/2023","524,80","526,27","531,08","523,85","13,84B","-0,28%"
"05/12/2023","526,27","524,31","526,97","516,41","18,72B","0,35%"
"04/12/2023","524,46","529,80","537,93","524,46","17,73B","-1,00%"
"01/12/2023","529,76","521,39","529,76","519,55","14,35B","1,57%"
"30/11/2023","521,57","518,37","521,57","515,71","2,25B","0,62%"
"29/11/2023","518,37","517,97","523,36","516,58","1,17B","0,08%"
"28/11/2023","517,97","513,47","519,83","513,47","1,53B","0,88%"
"27/11/2023","513,47","513,07","517,60","512,91","1,44B","0,08%"
"24/11/2023","513,07","514,15","516,56","511,30","640,17M","-0,20%"
"23/11/2023","514,11","513,08","516,57","512,83","1,03B","0,21%"
"22/11/2023","513,04","518,32","519,52","512,62","1,22B","-1,02%"
"21/11/2023","518,32","519,74","521,03","515,98","839,11M","-0,27%"
"20/11/2023","519,74","518,09","520,76","517,52","549,95M","0,32%"
"17/11/2023","518,09","519,75","520,11","515,15","671,67M","-0,31%"
"16/11/2023","519,71","519,10","520,34","514,78","712,68M","0,13%"
"15/11/2023","519,06","515,40","522,82","515,40","953,10M","0,73%"
"14/11/2023","515,32","514,65","519,82","514,23","642,09M","0,11%"
"13/11/2023","514,74","517,29","520,17","513,45","840,72M","-0,49%"
"10/11/2023","517,29","515,54","521,95","515,24","1,44B","0,34%"
"09/11/2023","515,54","514,76","519,87","514,52","854,89M","0,15%"
"08/11/2023","514,76","520,73","520,73","512,77","949,10M","-1,16%"
"07/11/2023","520,77","527,21","527,33","517,94","991,58M","-1,22%"
"06/11/2023","527,21","520,88","528,06","520,88","838,93M","1,22%"
"03/11/2023","520,88","517,40","523,10","517,00","859,13M","0,67%"
"02/11/2023","517,40","516,78","525,62","516,78","908,52M","0,14%"
"01/11/2023","516,69","527,26","530,14","516,69","1,45B","-2,02%"
"31/10/2023","527,34","521,59","527,34","515,82","1,24B","1,10%"
"30/10/2023","521,59","528,93","529,86","518,44","1,00B","-1,40%"
"27/10/2023","528,97","524,97","530,92","524,88","704,25M","0,76%"
"26/10/2023","524,97","533,09","533,38","523,70","873,59M","-1,55%"
"25/10/2023","533,22","534,59","539,85","532,27","736,15M","-0,25%"
"24/10/2023","534,55","526,85","536,64","526,81","700,21M","1,45%"
"23/10/2023","526,90","538,49","539,49","526,57","1,05B","-2,15%"
"20/10/2023","538,49","540,51","540,86","535,78","886,92M","-0,37%"
"19/10/2023","540,51","548,77","549,19","539,79","1,02B","-1,52%"
"18/10/2023","548,85","549,74","551,28","546,16","1,59B","-0,16%"
"17/10/2023","549,74","545,46","551,04","545,46","778,64M","0,79%"
"16/10/2023","545,46","547,95","552,30","544,21","1,23B","-0,45%"
"13/10/2023","547,91","545,98","549,86","545,84","750,87M","0,34%"
"12/10/2023","546,06","551,54","553,31","546,06","1,02B","-0,99%"
"11/10/2023","551,50","554,66","557,45","551,50","913,91M","-0,57%"
"10/10/2023","554,66","556,47","561,48","554,00","1,12B","-0,32%"
"09/10/2023","556,47","553,82","559,47","553,80","1,42B","0,48%"
"06/10/2023","553,82","547,03","556,48","547,03","937,87M","1,26%"
"05/10/2023","546,95","548,99","553,59","546,95","1,45B","-0,35%"
"04/10/2023","548,86","556,63","556,95","546,10","1,57B","-1,39%"
"03/10/2023","556,63","562,49","562,76","556,63","1,22B","-1,04%"
"02/10/2023","562,49","563,45","566,05","561,54","807,63M","-0,17%"
"29/09/2023","563,45","565,81","569,23","563,45","855,61M","-0,42%"
"27/09/2023","565,81","564,85","568,80","563,54","924,95M","0,17%"
"26/09/2023","564,85","572,59","575,22","563,04","1,57B","-1,37%"
"25/09/2023","572,68","576,38","578,64","572,68","891,35M","-0,64%"
"22/09/2023","576,34","573,99","579,19","573,04","1,25B","0,41%"
"21/09/2023","573,99","574,18","575,51","571,48","952,68M","-0,03%"
"20/09/2023","574,18","571,78","578,57","571,78","1,25B","0,42%"
"19/09/2023","571,78","565,36","573,45","565,36","1,14B","1,15%"
"18/09/2023","565,28","568,78","571,22","565,16","1,37B","-0,62%"
"15/09/2023","568,78","562,47","570,97","560,62","6,91B","1,11%"
"14/09/2023","562,51","559,98","564,99","559,98","1,54B","0,44%"
"13/09/2023","560,02","557,47","560,02","555,43","1,54B","0,47%"
"12/09/2023","557,43","560,49","561,57","557,39","1,59B","-0,55%"
"11/09/2023","560,49","555,87","560,49","554,52","1,29B","0,83%"
"08/09/2023","555,87","558,95","560,49","553,91","1,31B","-0,55%"
"07/09/2023","558,95","564,01","564,01","556,20","1,25B","-0,89%"
"06/09/2023","563,97","561,76","566,50","561,76","1,45B","0,39%"
"05/09/2023","561,76","561,27","563,72","559,06","1,56B","0,09%"
"04/09/2023","561,27","559,77","563,52","559,77","1,34B","0,28%"
"01/09/2023","559,72","556,17","561,25","555,59","1,35B","0,64%"
"31/08/2023","556,17","562,46","563,36","554,93","2,62B","-1,12%"
"30/08/2023","562,46","561,37","566,48","561,37","1,41B","0,22%"
"29/08/2023","561,24","558,12","562,49","558,12","1,32B","0,56%"
"28/08/2023","558,12","555,15","560,38","555,15","1,06B","0,56%"
"25/08/2023","555,02","556,02","557,71","553,45","1,11B","-0,18%"
"24/08/2023","556,02","558,02","559,40","556,02","1,84B","-0,36%"
"23/08/2023","558,02","557,75","561,68","557,75","1,67B","0,05%"
"22/08/2023","557,75","553,80","559,12","553,80","1,90B","0,71%"
"21/08/2023","553,80","552,31","555,82","552,31","3,00B","0,28%"
"18/08/2023","552,26","559,54","559,54","551,61","1,09B","-1,34%"
"16/08/2023","559,76","559,16","559,76","554,48","1,07B","0,11%"
"15/08/2023","559,16","558,34","560,13","556,97","1,34B","0,16%"
